brand,model,year,mileage,engine,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,min_mpg,max_mpg,damaged,first_owner,personal_using,turbo,alloy_wheels,adaptive_cruise_control,navigation_system,power_liftgate,backup_camera,keyless_start,remote_start,sunroof/moonroof,automatic_emergency_braking,stability_control,leather_seats,memory_seat,third_row_seating,apple_car_play/android_auto,bluetooth,usb_port,heated_seats,interior_color,exterior_color,price
Volvo,XC90 T5 Momentum 7 Passenger,2022,36469,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Front-wheel Drive,,,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,Blond,Savile Gray Metallic,41000
Nissan,Pathfinder SV,2013,103584,"3.5L V-6 DOHC, variable valve control, engine with 260HP",3.5,Continuously Variable,0,Gasoline,Four-wheel Drive,19,26,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,Charcoal,Super Black,11771
Ford,Mustang GT Premium,2012,131200,5.0L V8 32V MPFI DOHC,5,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,17,26,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,Black,15800
Ford,Expedition Limited,2019,92241,3.5L V6 24V GDI DOHC Twin Turbo,3.5,10-Speed Automatic,1,Gasoline,Four-wheel Drive,17,22,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,Ebony,Black,39800
Chevrolet,Colorado Z71,2016,127774,3.6L V6 24V GDI DOHC,3.6,6-Speed Automatic,1,Gasoline,Four-wheel Drive,17,24,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,Jet Black,Summit White,23988
MINI,Hardtop Cooper,2016,102969,1.5L I3 12V GDI DOHC Turbo,1.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,28,38,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,Carbon Black,Blazing Red,11291
Mitsubishi,Outlander Sport SE AWC,2021,61018,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Four-wheel Drive,,,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,,Gray,18750
Lexus,RX 350 Base,2012,58477,3.5L V6 24V MPFI DOHC,3.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,18,24,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Black,Black,22850
Mercedes-Benz,GLS 450 Base 4MATIC,2017,90913,3.0L V6 24V GDI DOHC Twin Turbo,3,9-Speed Automatic,1,Gasoline,Four-wheel Drive,22,29,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,Ginger Beige,designo Diamond White Metallic,28991
MINI,Cooper S,2007,83025,1.6L I4 16V GDI SOHC Turbo,1.6,6-Speed Manual,0,Gasoline,Front-wheel Drive,27,35,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Black,Chili Pepper Red,9338
Chevrolet,Silverado 1500 WT,2015,73289,5.3L V8 16V GDI OHV,5.3,6-Speed Automatic,1,Gasoline,Four-wheel Drive,17,22,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Gray,Black,25998
MINI,Countryman Cooper S ALL4,2019,9534,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,23,32,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,Carbon Black,MINI Yours Lapisluxury Blue,28993
Ford,Bronco,2021,9218,2.3L I4 16V GDI DOHC Turbo,2.3,10-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,Black Onyx,Champagne,59988
Mazda,Mazda6 Carbon Edition,2021,17012,2.5L I4 16V GDI DOHC Turbo,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,29,34,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,Red,Polymetal Gray Metallic,29768
Lexus,NX 300h NX 300h,2021,22834,2.5L I4 16V MPFI DOHC Hybrid,2.5,Automatic CVT,1,Hybrid,Four-wheel Drive,20,27,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,Rioja Red,Nebula Gray Pearl,38795
BMW,M240 i xDrive,2022,8718,3.0L I6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,23,32,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,Black,Mineral White Metallic,53888
MINI,E Countryman Cooper S ALL4,2019,51659,1.5L I3 12V GDI DOHC Turbo Hybrid,1.5,6-Speed Automatic,1,Hybrid,Four-wheel Drive,29,37,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,British Oak,Gray Metallic,27989
Mazda,CX-9 Signature,2023,6388,2.5L,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,22,30,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,Parchment,Jet Black Mica,44495
Jeep,Grand Cherokee WK Limited,2022,6767,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,17,25,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,Light Frost,Velvet Red Pearlcoat,36836
Cadillac,CT4 Sport,2021,19091,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,21,31,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,Jet Black,Black Raven,36990
Ford,F-250 King Ranch,2010,99474,6.4L V8 32V DDI OHV Twin Turbo Diesel,6.4,5-Speed Automatic,1,Diesel,Four-wheel Drive,,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Camel,Black,27728
Honda,Pilot EX-L,2015,54969,3.5L V6 24V MPFI SOHC,3.5,5-Speed Automatic,1,Gasoline,Four-wheel Drive,17,24,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,Gray,White,26998
Mitsubishi,Outlander Sport ES,2021,45190,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Four-wheel Drive,25,30,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Black,Silver,21977
Mitsubishi,Outlander ES,2017,16604,"2.4L I-4 variable valve control, engine with 166HP",2.4,Automatic,1,Gasoline,Front-wheel Drive,24,30,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,Black,Mercury Gray Metallic,18995
Jaguar,XJ XJL,2011,51000,5.0L DOHC 32-valve V8 engine,5,Automatic,1,Gasoline,Rear-wheel Drive,22,27,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,Jet,Botanical Green,19997
Mazda,MX-5 Miata RF Club,2017,39317,2.0L I4 16V GDI DOHC,2,6-Speed Manual,0,Gasoline,Rear-wheel Drive,20,26,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,Black / Ceramic,Ceramic Metallic,23950
BMW,M240 i,2018,49045,3.0L I6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,21,30,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,Black,Estoril Blue Metallic,33999
MINI,Clubman Cooper S ALL4,2018,54468,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,23,31,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,,Moonwalk Gray Metallic,22948
Maserati,Ghibli Base,2021,1799,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,16,24,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,Sabbia,Nero,54995
Mitsubishi,3000GT SL,1999,124000,"3L V-6 DOHC, engine with 218HP",3,Automatic,1,Gasoline,Front-wheel Drive,24,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,16499
Mazda,Mazda3 Touring,2018,52342,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,,,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,Black,Deep Crystal Blue Mica,20995
Mercedes-Benz,A-Class A 220,2019,31941,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Front-wheel Drive,19,28,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,Gray,Black,28500
FIAT,500L Pop,2014,95552,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Manual,0,Gasoline,Front-wheel Drive,25,33,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Red,Red,9988
Honda,Passport EX-L,2021,9664,3.5L V6 24V GDI SOHC,3.5,9-Speed Automatic,1,Gasoline,Front-wheel Drive,20,25,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,Gray,Platinum White Pearl,36395
BMW,X3 xDrive30i,2020,13216,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,24,29,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,Black,Mineral White Metallic,39775
Lexus,LX 570 Base,2015,112232,5.7L V8 32V MPFI DOHC,5.7,6-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,Parchment,Starfire Pearl,37400
Lexus,GX 460 Luxury,2022,13119,4.6L V8 32V MPFI DOHC,4.6,Automatic,1,Gasoline,Four-wheel Drive,22,33,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,Black,Black,68795
Nissan,Armada SL,2021,21876,Regular Unleaded V-8 5.6 L/339,5.6,Automatic,1,Gasoline,Rear-wheel Drive,29,37,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,Almond,Aspen White Tricoat,42647
Chevrolet,Traverse LS,2018,56890,3.6L V6 24V GDI DOHC,3.6,9-Speed Automatic,1,Gasoline,Front-wheel Drive,18,27,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,Jet Black,Mosaic Black Metallic,23995
Toyota,4Runner Sport,2007,126316,4.0L V6 24V MPFI DOHC,4,5-Speed Automatic,1,Gasoline,Four-wheel Drive,17,21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Natural White,10991
Jeep,Compass Latitude,2018,53846,2.4L I4 16V MPFI SOHC,2.4,6-Speed Manual,0,Gasoline,Four-wheel Drive,16,22,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,Black,Granite Crystal Clearcoat Metallic,18899
MINI,Clubman Cooper S,2016,79413,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Front-wheel Drive,27,35,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,Satellite Grey,Burgundy Metallic,14691
Porsche,Boxster S,2014,58290,3.4L H6 24V GDI DOHC,3.4,6-Speed Manual,0,Gasoline,Rear-wheel Drive,19,25,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Agate Gray,Black,47942
Hyundai,Veloster N N,2020,30970,2.0L I4 16V GDI DOHC Turbo,2,6-Speed Manual,0,Gasoline,Front-wheel Drive,,,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,Black,Performance Blue,27799
Land,Rover Range Rover HSE,2018,31394,V6,,Automatic,1,Gasoline,Four-wheel Drive,21,27,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,Ebony,SVO Premium Palette Grey,57500
Audi,e-tron Prestige,2019,29541,Electric,,1-Speed Automatic,1,Electric,Four-wheel Drive,,,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,Okapi Brown,Brilliant Black,44996
Lexus,RX 350 Base,2011,163443,3.5L V6 24V MPFI DOHC,3.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,28,31,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,Black,Obsidian Black,14175
Nissan,Rogue SV,2022,5007,1.5L I3 12V GDI DOHC Turbo,1.5,Automatic CVT,1,Gasoline,Four-wheel Drive,20,30,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,Charcoal,Gun Metallic,34990
Mitsubishi,Outlander Sport 2.0 SE,2022,3242,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Front-wheel Drive,24,30,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,Black,Gray,19325
Mercedes-Benz,C-Class C 300 4MATIC,2014,68485,3.5L V6 24V GDI DOHC Flexible Fuel,3.5,7-Speed Automatic,1,E85 Flex Fuel,Four-wheel Drive,17,27,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Black,Black,22998
Mazda,CX-9 Carbon Edition,2021,31340,2.5L,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,41,41,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,Red,Polymetal Gray Metallic,32944
Hyundai,Kona N,2022,16322,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic with Auto-Shift,1,Gasoline,Front-wheel Drive,27,37,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,Black,Lunar White,30499
Toyota,Tacoma TRD Off Road,2016,54876,3.5L V6 24V PDI DOHC,3.5,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,19,24,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,Gray,Barcelona Red Metallic,31747
Ford,Explorer XLT,2022,4497,2.3L I4 16V GDI DOHC Turbo,2.3,10-Speed Automatic,1,Gasoline,Four-wheel Drive,20,27,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,Light Slate,Black,39350
Hyundai,Tucson Limited,2020,19905,2.4L I4 16V GDI DOHC,2.4,6-Speed Automatic,1,Gasoline,Four-wheel Drive,19,24,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,Beige,Gemstone Red,27013
Cadillac,CTS-V Base,2017,60138,640.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6.2,A/T,0,Gasoline,Rear-wheel Drive,17,24,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,Red,68500
Mazda,CX-50 2.5 Turbo Premium Package,2023,7109,2.5L I4 16V GDI DOHC Turbo,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black,Wind Chill Pearl,39990
MINI,Cooper S Countryman,2012,129183,1.6L I4 16V GDI DOHC Turbo,1.6,6-Speed Automatic,1,Gasoline,Four-wheel Drive,23,33,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Black,Bright Yellow,9971
Chevrolet,Corvette Base,2009,9456,6.2L V-8 engine with 430HP,6.2,Automatic,1,Gasoline,Rear-wheel Drive,16,25,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Ebony,Black,37995
FIAT,500X Trekking,2018,44261,2.4L I4 16V MPFI SOHC,2.4,9-Speed Automatic,1,Gasoline,Front-wheel Drive,22,30,,,,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,Black,Gray,18998
Volkswagen,Atlas 3.6L SEL,2019,63295,"3.6L V-6 gasoline direct injection, DOHC, variable valve control",3.6,8-Speed Automatic with Tiptronic,1,Gasoline,Four-wheel Drive,20,28,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Titan Black,Platinum Gray Metallic,31538
Nissan,Leaf SL,2013,44847,Electric,,1-Speed Automatic,1,Electric,Front-wheel Drive,20,27,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,,Glacier Pearl,7995
BMW,740 i,2021,40926,3.0L I6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,22,29,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,Black,Alpine White,49880
Alfa,Romeo 4C SPIDER,2016,45146,Intercooled Turbo Premium Unleaded I-4 1.7 L/106,1.7,Automatic,1,Gasoline,Rear-wheel Drive,24,34,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Black,White,54465
Lexus,GX 460 Base,2016,88500,4.6L V8 32V MPFI DOHC,4.6,6-Speed Automatic,1,Gasoline,Four-wheel Drive,,,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,Black,White,28595
Volvo,V90 Cross Country B6,2022,24772,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,23,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,Blonde,Pebble Gray Metallic,54498
Toyota,FJ Cruiser,2007,174334,4.0L V6 24V MPFI DOHC,4,5-Speed Automatic,1,Gasoline,Four-wheel Drive,17,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Dark Charcoal,White / Black Diamond,14000
Land,Rover Range Rover Supercharged,2018,64033,V8,,Automatic,1,Gasoline,Four-wheel Drive,15,22,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,Ebony,Carpathian Grey,53000
Suzuki,SX4 Technology,2010,84000,,,,0,Gasoline,Four-wheel Drive,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black,Deep Sea Blue Metallic,7995
Nissan,Altima 2.5 S,2017,63009,2.5L I4 16V MPFI DOHC,2.5,Automatic CVT,1,Gasoline,Front-wheel Drive,10,17,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,Beige,White,17588
Porsche,Cayenne Base,2020,36124,3.0L V6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,Slate Gray,Biscay Blue Metallic,55900
Porsche,Macan Turbo,2015,46019,"3.6L V-6 gasoline direct injection, DOHC, VarioCam Plus variable",3.6,Automatic,1,Gasoline,Four-wheel Drive,16,23,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,Black,White,39795
Chevrolet,Corvette Stingray w/1LT,2023,293,6.2L V8 16V GDI OHV,6.2,8-Speed,0,Gasoline,Rear-wheel Drive,,,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Jet Black,Arctic White,79897
Porsche,911 Carrera GTS,2015,41240,3.8L H6 24V GDI DOHC,3.8,7-Speed Automatic with Auto-Shift,1,Gasoline,Rear-wheel Drive,19,23,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Black,White,99999
Jeep,Compass Latitude,2017,42506,2.4L I4 16V MPFI SOHC,2.4,9-Speed Automatic,1,Gasoline,Four-wheel Drive,18,25,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,Black,Olive Green Pearlcoat,20653
Mitsubishi,Outlander Sport 2.4 GT,2017,68099,2.4L I4 16V MPFI DOHC,2.4,Automatic CVT,1,Gasoline,Four-wheel Drive,26,29,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,Black,Diamond White Pearl,17900
Jeep,Grand Cherokee Altitude,2020,42015,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,13,19,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,Black,Bright White Clearcoat,34995
Audi,Q7 55 Prestige,2020,39842,3.0L V6 24V GDI DOHC Turbo,3,7-Speed Automatic,1,Gasoline,Four-wheel Drive,17,21,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,Black,Samurai Gray Metallic,53987
Mercedes-Benz,Maybach S 650 Base,2019,30767,6.0L V12 36V MPFI SOHC Twin Turbo,6,7-Speed Automatic,1,Gasoline,Rear-wheel Drive,15,24,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,Brown,Black,129800
Hyundai,Santa Fe XL SE,2019,56437,3.3L V6 24V GDI DOHC,3.3,6-Speed Automatic,1,Gasoline,Four-wheel Drive,20,26,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,Gray,Night Sky Pearl,24800
Hyundai,Genesis 3.8,2015,78119,3.8L V6 24V GDI DOHC,3.8,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,,,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,Black,Parisian Gray,18888
Mercedes-Benz,AMG GLC 43 Base 4MATIC,2021,11192,3.0L V6 24V GDI DOHC Twin Turbo,3,9-Speed Automatic,1,Gasoline,Four-wheel Drive,17,25,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,Black,Black,56700
BMW,M850 i xDrive,2019,21597,4.4L V8 32V GDI DOHC Twin Turbo,4.4,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,25,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,Cognac,Alpine White,65982
Porsche,911 Carrera Cabriolet,2000,60465,3.4L H6 24V MPFI DOHC,3.4,6-Speed Manual,0,Gasoline,Rear-wheel Drive,15,22,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Black,Silver,22875
Alfa,Romeo Stelvio Ti Sport,2021,23903,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,Black,Rosso,37840
FIAT,500L Lounge,2015,80505,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,22,30,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,Black,White,11987
Toyota,Highlander XLE,2017,73161,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,26,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,Black,Ooh La La Rouge Mica,30995
Porsche,Cayenne Turbo GT,2022,4107,Twin Turbo Premium Unleaded V-8 4.0 L/244,4,Automatic,1,Gasoline,Four-wheel Drive,,,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,Black,Black,199950
Kia,Forte LX,2017,24984,2.0L I4 16V MPFI DOHC,2,6-Speed Manual,0,Gasoline,Front-wheel Drive,18,25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Black,Gray,16998
Alfa,Romeo Stelvio Base,2019,19398,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,23,31,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,Black,White,30691
Honda,HR-V Sport,2020,37574,1.8L I4 16V MPFI SOHC,1.8,Automatic CVT,1,Gasoline,Four-wheel Drive,26,31,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,Black,Silver,23998
Audi,Q5 3.0T Premium Plus,2014,105744,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,26,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,Pistachio Beige,Black,13995
Hyundai,IONIQ Plug-In Hybrid SEL,2020,15852,1.6L I4 16V GDI DOHC Hybrid,1.6,6-Speed Automatic with Auto-Shift,1,Hybrid,Front-wheel Drive,18,29,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,Charcoal Black,Ceramic White,25020
Jaguar,F-PACE 25t R-Sport,2020,27260,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,25,34,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,Oyster / Oyster,Indus Silver,42500
Mazda,Mazda3 i Touring,2014,32830,"SKYACTIV-G 2L I-4 gasoline direct injection, DOHC, variable valv",,6-Speed Automatic,1,Gasoline,Front-wheel Drive,16,22,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,Black,Titanium Flash Mica,15291
FIAT,500X Easy,2016,118908,2.4L I4 16V MPFI SOHC,2.4,9-Speed Automatic,1,Gasoline,Front-wheel Drive,22,31,,,,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,Black,Blue,12998
Land,Rover Range Rover Sport HSE Dynamic,2020,37997,5.0L V8 32V GDI DOHC Supercharged,5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,21,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,Ebony / Vintage Tan,Santorini Black,61998
Honda,HR-V LX,2023,319,2.0L I4 16V GDI DOHC,2,Automatic CVT,1,Gasoline,Four-wheel Drive,,,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Black,White,26700
BMW,M8 Gran Coupe Gran Coupe,2021,10289,4.4L V8 32V GDI DOHC Twin Turbo,4.4,8-Speed Automatic,1,Gasoline,Four-wheel Drive,15,21,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,Midrand Beige,Black Sapphire Metallic,89990
Jaguar,F-PACE 25t Checkered Flag Limited Edition,2020,57688,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,27,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,Ebony,Yulong White,35980
BMW,M850 i xDrive,2019,45065,4.4L V8 32V GDI DOHC Twin Turbo,4.4,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,26,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,Fiona Red,Carbon Black Metallic,61488
Hyundai,Genesis Coupe 3.8 R-Spec,2013,113788,3.8L V6 24V GDI DOHC,3.8,6-Speed Manual,0,Gasoline,Rear-wheel Drive,28,38,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Black,Gran Premio Gray Pearl,13997
Chevrolet,Suburban Z71,2022,32407,5.3L V8 16V GDI OHV,5.3,Automatic,1,Gasoline,Four-wheel Drive,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jet Black,Satin Steel Metallic,64988
Porsche,Panamera GTS,2016,42210,8 Cylinder Engine,,7 speed porsche doppelkupplung (pdk),0,Gasoline,Four-wheel Drive,18,23,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,Black Leather,Black,63485
