brand,model,year,mileage,engine,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,min_mpg,max_mpg,damaged,first_owner,personal_using,turbo,alloy_wheels,adaptive_cruise_control,navigation_system,power_liftgate,backup_camera,keyless_start,remote_start,sunroof/moonroof,automatic_emergency_braking,stability_control,leather_seats,memory_seat,third_row_seating,apple_car_play/android_auto,bluetooth,usb_port,heated_seats,interior_color,exterior_color,price
FIAT,124 Spider Lusso,2020,30830,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,25,36,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,Saddle,Forte Black Metallic,26500
Lexus,RX 450h F Sport,2019,58274,3.5L V6 24V PDI DOHC Hybrid,3.5,Automatic CVT,1,Hybrid,Four-wheel Drive,18,25,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,Rioja Red,Nightfall Mica,36987
Kia,Stinger GT1,2018,69303,3.3L V6 24V GDI DOHC Twin Turbo,3.3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,24,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,Black,HiChroma Red,26997
MINI,Convertible Cooper S,2023,5026,2.0L I4 16V GDI DOHC Turbo,2,Automatic,1,Gasoline,Front-wheel Drive,25,35,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,Carbon Black,Chili Pepper Red,37923
Nissan,Murano S,2018,61180,3.5L V6 24V MPFI DOHC,3.5,Automatic CVT,1,Gasoline,Four-wheel Drive,14,19,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,Graphite,Gun Metallic,20490
Toyota,Highlander Hybrid LE,2022,52250,2.5L I4 16V PDI DOHC Hybrid,2.5,Automatic CVT,1,Hybrid,Four-wheel Drive,35,35,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,Black,Moon Dust,35895
Cadillac,Escalade Sport Platinum,2021,29245,6.2L V8 16V GDI OHV,6.2,10-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,Jet Black,Black Raven,102999
Cadillac,CT5 Premium Luxury AWD,2020,16883,3.0L V6 24V GDI DOHC Twin Turbo,3,10-Speed Automatic,1,Gasoline,Four-wheel Drive,16,23,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,Shara Beige,Dark Moon Metallic,44995
Land,Rover Range Rover Evoque Pure,2013,86610,"2L I-4 gasoline direct injection, DOHC, variable valve control",2,Automatic,1,Gasoline,Four-wheel Drive,,,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,Black,Black,20290
Lexus,IS 350 F Sport,2023,2272,3.5L V6 24V PDI DOHC,3.5,Automatic,1,Gasoline,Rear-wheel Drive,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black,Blue,46500
Maserati,Ghibli S,2018,19267,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,17,24,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,Nero,Nero,37699
Alfa,Romeo Stelvio Ti Sport,2020,24667,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,Black,Alfa White,34990
Mitsubishi,Lancer Evolution GSR,2013,47392,2.0L I4 16V MPFI DOHC Turbo,2,5-Speed Manual,0,Gasoline,Four-wheel Drive,,,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Black,Silver,32995
Jeep,Grand Cherokee Summit,2020,22025,5.7L V8 16V MPFI OHV,5.7,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,23,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,Black,Diamond Black,42740
Audi,A3 Premium Plus,2022,7232,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,28,36,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,Black,Glacier White Metallic,37500
Volkswagen,Taos 1.5T SEL,2022,25950,1.5L I4 16V GDI DOHC Turbo,1.5,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,,,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,Titan Black,Deep Black Pearl Effect,31480
Porsche,Cayenne GTS,2016,90544,3.6L V6 24V GDI DOHC Twin Turbo,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,28,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,Saddle,White,37750
Land,Rover Range Rover Supercharged,2019,45211,V8,,Automatic,1,Gasoline,Four-wheel Drive,18,28,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,Ebony,Santorini Black,65990
Chevrolet,Silverado 1500 LTZ,2019,63001,5.3L V8 16V GDI OHV,5.3,Automatic,1,Gasoline,Four-wheel Drive,16,22,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,Gideon,Gray,38995
Honda,Passport Elite,2020,44467,3.5L V6 24V GDI SOHC,3.5,9-Speed Automatic,1,Gasoline,Four-wheel Drive,19,24,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,Gray,Obsidian Blue Pearl,33700
BMW,750 Li xDrive,2015,44807,4.4L V8 32V GDI DOHC Twin Turbo,4.4,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,24,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,Black,Gray,26999
Nissan,Altima 2.5 SL,2014,127883,2.5L I4 16V MPFI DOHC,2.5,Automatic CVT,1,Gasoline,Front-wheel Drive,21,28,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,Beige,Pearl White,12992
Ford,Expedition Max Limited,2021,48287,3.5L V6 24V PDI DOHC Twin Turbo,3.5,10-Speed Automatic,1,Gasoline,Four-wheel Drive,16,21,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,Ebony,Gray,51099
Audi,SQ5 3.0T Premium Plus,2022,9958,3.0L V6 24V GDI DOHC Turbo,3,Automatic,1,Gasoline,Four-wheel Drive,,,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,Black,Mythos Black Metallic,59999
Volkswagen,Touareg Sport,2012,120584,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,29,40,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,,Galapagos Gray Metallic,13500
Porsche,Taycan Turbo,2020,13992,ELECTRIC,,Automatic,1,Electric,Four-wheel Drive,15,19,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,Black Bordeaux red,Black,118995
Mitsubishi,Outlander Sport SE,2019,86902,2.0L I4 16V MPFI DOHC,2,Automatic CVT with Sportronic,1,Gasoline,Front-wheel Drive,20,28,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,Red,16500
Toyota,Prius I,2010,96705,1.8L I4 16V MPFI DOHC Hybrid,1.8,Automatic CVT,1,Hybrid,Front-wheel Drive,48,51,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Bisque,Super White,10891
Chevrolet,Tahoe LT,2021,35577,5.3L V8 16V GDI OHV,5.3,10-Speed Automatic,1,Gasoline,Four-wheel Drive,16,20,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,Jet Black,Black,58559
Mercedes-Benz,M-Class ML 63 AMG,2015,50282,5.5L V8 32V GDI DOHC Twin Turbo,5.5,7-Speed Automatic,1,Gasoline,Four-wheel Drive,20,25,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,Red,Obsidian Black Metallic,37991
Mitsubishi,Endeavor XLS,2005,138437,3.8L V6 24V MPFI SOHC,3.8,4-Speed Automatic,1,Gasoline,Four-wheel Drive,23,29,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Charcoal,Dover White Pearl,5500
Volkswagen,Golf GTI 2.0T S 4-Door,2018,43568,2.0L I4 16V GDI DOHC Turbo,2,6-Speed Manual,0,Gasoline,Front-wheel Drive,,,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,Titan Black,Deep Black Pearl Effect,21350
Audi,A7 3.0T Premium Plus,2018,31702,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,29,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,Nougat Brown,Glacier White Metallic,34810
Volvo,S60 B5 Momentum,2022,12943,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Front-wheel Drive,22,30,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,,Bright Silver,34523
Nissan,Pathfinder SV,2017,62133,3.5L V6 24V GDI DOHC,3.5,Automatic CVT,1,Gasoline,Four-wheel Drive,,,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,Charcoal,Brilliant Silver Metallic,18998
Land,Rover Defender 110 S,2022,14929,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,23,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,Khaki,Fuji White,73998
Toyota,Avalon Limited,2018,29686,3.5L V6 24V MPFI DOHC,3.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,21,30,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,Light Gray,White,28638
Ford,Edge SEL,2020,31556,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,28,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,Ebony,Silver,32750
MINI,E Countryman Cooper S ALL4,2019,7317,1.5L I3 12V GDI DOHC Turbo Hybrid,1.5,6-Speed Automatic,1,Hybrid,Four-wheel Drive,25,30,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,Black,British Racing Green,32921
Hyundai,Elantra SE,2019,68742,2.0L I4 16V MPFI DOHC,2,6-Speed Automatic,1,Gasoline,Front-wheel Drive,20,26,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,,Blue,15999
Nissan,Titan XD SV,2017,70204,5.0L V8 32V DDI DOHC Turbo Diesel,5,6-Speed Automatic,1,Diesel,Four-wheel Drive,14,19,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,Black,Gun Metallic,29000
Toyota,RAV4 Hybrid LE,2019,38700,2.5L I4 16V PDI DOHC Hybrid,2.5,Automatic CVT,1,Hybrid,Four-wheel Drive,38,41,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,Black,Gray,33998
Lexus,IS 300 Base,2020,31570,3.5L V6 24V PDI DOHC,3.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,16,24,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,Chateau,Eminent White Pearl,35077
Jaguar,E-PACE P250 SE,2022,3644,2.0L I4 16V GDI DOHC Turbo,2,Automatic,1,Gasoline,Four-wheel Drive,22,27,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,Ebony / Ebony,Ostuni Pearl White,46333
Land,Rover Discovery Sport SE,2019,60068,I4,,Automatic,1,Gasoline,Four-wheel Drive,17,22,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,Ebony,Narvik Black,24587
Ford,F-150 XLT,2022,12643,2.7L V6 24V PDI DOHC Twin Turbo,2.7,10-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,Antimatter Blue Metallic,46518
Volvo,XC70 T6,2011,114521,3.0L I6 24V MPFI DOHC Turbo,3,6-Speed Automatic,1,Gasoline,Four-wheel Drive,,,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Sandstone Beige,Seashell Metallic,13991
MINI,Cooper Base (M5),2005,85154,1.6L I4 16V MPFI SOHC,1.6,Manual,0,Gasoline,Front-wheel Drive,25,34,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,Panther Black,Hot Orange Metallic,6499
Mitsubishi,Outlander PHEV SEL,2021,13366,2.4L I4 16V MPFI DOHC Hybrid,2.4,1-Speed Automatic,1,Hybrid,Four-wheel Drive,,,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,Black,Alloy Silver Metallic,26177
Porsche,Macan GTS,2020,13750,2.9L V6 24V GDI DOHC Twin Turbo,2.9,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,19,23,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,Black,Dolomite Silver Metallic,69900
Toyota,Sienna LE,2021,46437,2.5L I4 16V PDI DOHC Hybrid,2.5,Automatic CVT,1,Hybrid,Front-wheel Drive,36,36,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,Graphite,Celestial Silver Metallic,37464
BMW,X6 M Base,2023,4342,4.4L V8 32V GDI DOHC Twin Turbo,4.4,Automatic,1,Gasoline,Four-wheel Drive,,,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,Sakhir Orange,Gray Metallic,120995
Mazda,CX-50 2.5 Turbo Premium Plus Package,2023,8826,2.5L I4 16V GDI DOHC Turbo,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,24,30,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,Black,Ingot Blue Metallic,39873
Hyundai,Sonata Limited,2017,43637,2.4L I4 16V GDI DOHC,2.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,22,25,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,Gray,Phantom Black,19677
Kia,Carnival SX,2022,22512,"3.5L V-6 port/direct injection, DOHC, CVVT variable valve contro",3.5,Automatic,1,Gasoline,Front-wheel Drive,,,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,Gray,Flare Red,40888
FIAT,124 Spider Abarth,2018,67370,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,26,35,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,Nero,Blue Metallic,20910
Honda,Odyssey EX-L,2020,21529,3.5L V6 24V GDI SOHC,3.5,10-Speed Automatic,1,Gasoline,Front-wheel Drive,19,28,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,Mocha,Platinum,36256
Mercedes-Benz,AMG GLA 35 Base,2021,32644,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,,,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,Black,Cosmos Black Metallic,40488
Land,Rover Range Rover Supercharged,2014,64629,Engine: 5.0L V8 Supercharged -inc: dual independent variable cam,5,Automatic,1,E85 Flex Fuel,Four-wheel Drive,16,21,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,,Santorini Black Metallic,41499
Audi,RS 5 2.9T,2019,20813,2.9L V6 24V GDI DOHC Twin Turbo,2.9,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,27,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,Black / Crescendo Red,Glacier White Metallic,59500
Honda,Civic Si Base,2019,79935,1.5L I4 16V GDI DOHC Turbo,1.5,6-Speed Manual,0,Gasoline,Front-wheel Drive,28,38,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,,Lunar Silver Metallic,24000
Lexus,LC 500 Base,2018,8356,5.0L V8 32V PDI DOHC,5,10-Speed Automatic,1,Gasoline,Rear-wheel Drive,17,27,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,Black,Red,74500
Nissan,Titan XD PRO-4X,2019,20470,5.0L V8 32V DDI DOHC Turbo Diesel,5,6-Speed Automatic,1,Diesel,Four-wheel Drive,20,27,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,Black,White,44999
Mazda,CX-9 Grand Touring,2020,64197,2.5L I4 16V GDI DOHC Turbo,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,24,30,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,Sand,Snowflake White Pearl,28836
Cadillac,Escalade Premium,2015,78287,6.2L V8 16V GDI OHV,6.2,Automatic,1,Gasoline,Four-wheel Drive,14,18,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,Jet Black,Black,33995
Honda,Pilot EX-L,2012,150842,3.5L V6 24V MPFI SOHC,3.5,5-Speed Automatic,1,Gasoline,Front-wheel Drive,18,25,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,,Polished Metal Metallic,11999
MINI,Countryman Cooper S ALL4,2021,14207,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,27,34,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,Carbon Black,Midnight Black Metallic,31992
Hyundai,Accent GS,2015,76763,1.6L I4 16V GDI DOHC,1.6,6-Speed Automatic,1,Gasoline,Front-wheel Drive,25,28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Black,Triathlon Gray,12995
Volkswagen,CC VR6 Executive,2011,80637,3.6L V6 24V GDI DOHC,3.6,6-Speed Automatic,1,Gasoline,Four-wheel Drive,22,29,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,Cornsilk Beige / Black,White,12300
Jeep,Wrangler Unlimited Rubicon,2021,36433,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,28,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,Black,Bright White Clearcoat,47288
Ford,F-150 XLT,2016,49231,3.5L V6 24V GDI DOHC Twin Turbo,3.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,White,32900
Mazda,RX-8 40th Anniversary Edition,2008,33803,1.3L Rotary MPFI OHV,1.3,6-Speed Manual,0,Gasoline,Rear-wheel Drive,24,30,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,Cosmo Red,Metropolitan Gray Mica,16999
Toyota,Camry SE,2021,17793,2.5L I4 16V PDI DOHC,2.5,8-Speed Automatic,1,Gasoline,Front-wheel Drive,28,39,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,Black,Silver,26988
Kia,Rio S,2021,60942,1.6L I4 16V MPFI DOHC,1.6,Automatic CVT,1,Gasoline,Front-wheel Drive,27,37,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,Black,Clear White,15990
Alfa,Romeo Giulia Base,2022,18898,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,22,28,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,Black,Alfa White,35374
Volkswagen,ID.4 Pro S,2021,20839,Electric,,1-Speed Automatic,1,Electric,Four-wheel Drive,20,27,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,Grey,Glacier White,39999
Audi,Q7 55 Prestige,2020,42253,3.0L V6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,21,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,Black,Glacier White Metallic,49991
Kia,Forte GT,2023,11445,1.6L I4 16V GDI DOHC Turbo,1.6,Manual,0,Gasoline,Front-wheel Drive,,,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Black,White,26998
Nissan,Armada Platinum,2020,82987,5.6L V8 32V GDI DOHC,5.6,7-Speed Automatic,1,Gasoline,Four-wheel Drive,28,39,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,Almond,Super Black,36631
FIAT,500 Pop,2017,12764,1.4L I4 16V MPFI SOHC,1.4,5-Speed Manual,0,Gasoline,Front-wheel Drive,31,38,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,Nero,Nero Puro,13748
Land,Rover Range Rover P525 HSE LWB,2020,61201,V8,,Automatic,1,Gasoline,Four-wheel Drive,15,19,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,Espresso,Fuji White,68980
Maserati,Ghibli S Q4 GranSport,2019,31866,3.0L V6,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,13,20,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,Nero,Nero Ribelle Mica,46900
Cadillac,DeVille Base,1984,53576,8 Cylinder Engine,,,0,Gasoline,Front-wheel Drive,18,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,White,22995
MINI,Convertible Cooper,2021,12769,"1.5L I-3 gasoline direct injection, DOHC, variable valve control",1.5,Automatic,1,Gasoline,Front-wheel Drive,26,35,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,Carbon Black,Melting Silver Metallic,29800
Nissan,Maxima 3.5 Platinum,2016,147066,"VQ 3.5L V-6 DOHC, variable valve control, engine with 300HP",3.5,Automatic,1,Gasoline,Front-wheel Drive,15,21,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,Cashmere,Pearl White,13900
Chevrolet,Suburban Premier,2019,46247,5.3L V8 16V GDI OHV,5.3,6-Speed Automatic,1,Gasoline,Four-wheel Drive,14,21,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,Jet Black,Shadow Gray Metallic,54250
Ford,Explorer XLT,2020,31425,2.3L I4 16V GDI DOHC Turbo,2.3,10-Speed Automatic,1,Gasoline,Four-wheel Drive,20,27,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,Ebony,Iconic Silver Metallic,34999
Maserati,Ghibli S Q4,2015,99340,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,23,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,,Brown,21395
MINI,Countryman Cooper,2016,59861,1.6L I4 16V MPFI DOHC,1.6,6-Speed Automatic,1,Gasoline,Front-wheel Drive,,,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,Black,Black,16998
Chevrolet,Colorado ZR2,2020,30659,2.8L I4 16V DDI DOHC Turbo Diesel,2.8,Automatic,1,Diesel,Four-wheel Drive,16,18,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,Jet Black,Shadow Gray Metallic,41500
Toyota,Sienna XLE,2014,106417,"3.5L V-6 DOHC, variable valve control, engine with 266HP",3.5,Automatic,1,Gasoline,Front-wheel Drive,18,25,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,Bisque,Shoreline Blue Pearl,18495
Jeep,Grand Cherokee Laredo,2017,61255,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,22,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,Black,Billet Silver Metallic Clearcoat,24683
Porsche,356 A,1957,65166,1600.0CC H4,,Manual,0,Gasoline,Unknown,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black,Red,27990
Lexus,RX 350 350,2023,2731,2.4L I4 16V PDI DOHC Turbo,2.4,8-Speed Automatic,1,Gasoline,Front-wheel Drive,18,24,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,Black,Black,53990
Maserati,GranTurismo Sport,2013,29216,4.7L V8 32V MPFI DOHC,4.7,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,15,25,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Nero,Nero Black,43995
FIAT,500e Battery Electric,2017,34905,Electric,,1-Speed Automatic,1,Electric,Front-wheel Drive,,,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,Steam (White,Pearl White Tri-Coat,14165
BMW,X3 sDrive30i,2023,3526,2.0L I4 16V GDI DOHC Turbo,2,Automatic,1,Gasoline,Rear-wheel Drive,,,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,Black,Alpine White,48237
Volkswagen,CC 3.6L VR6 Lux,2013,55555,3.6L V6 24V GDI DOHC,3.6,6-Speed Automatic,1,Gasoline,Front-wheel Drive,18,24,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,,Island Gray Metallic,12990
Ford,Explorer Platinum,2017,100518,3.5L V6 24V GDI DOHC Twin Turbo,3.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,16,22,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,Ebony Black,Shadow Black,23859
Nissan,NV Cargo 2500 S,2012,92925,"Endurance 5.6L V-8 DOHC, variable valve control, engine with 317",5.6,Automatic,1,Gasoline,Rear-wheel Drive,20,28,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,Charcoal,Blizzard,20994
Audi,Q3 40 Premium,2021,47103,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,30,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,Black,Chronos Gray Metallic,26995
Mitsubishi,Lancer Evolution MR,2015,30501,2.0L I4 16V MPFI DOHC Turbo,2,6-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,24,29,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,Black,Phantom Black,34995
Ford,Explorer XLT,2014,130426,3.5L V6 24V MPFI DOHC,3.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,17,24,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,Charcoal Black,Sterling Gray Metallic,10990
Land,Rover Discovery Sport HSE,2019,62756,"Ingenium 2L I-4 gasoline direct injection, DOHC, CVVL variable v",,Automatic,1,Gasoline,Four-wheel Drive,20,28,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,Ebony Ebony,White,26900
